filename	duration
1369.wav	10.0
137.wav	10.0
1370.wav	10.0
1371.wav	10.0
1372.wav	10.0
1374.wav	10.0
1377.wav	10.0
1378.wav	10.0
1379.wav	10.0
138.wav	10.0
1380.wav	10.0
1382.wav	10.0
1383.wav	10.0
1384.wav	10.0
1385.wav	10.0
1386.wav	10.0
1388.wav	10.0
1389.wav	10.0
1390.wav	10.0
1391.wav	10.0
1394.wav	10.0
1396.wav	10.0
1398.wav	10.0
1400.wav	10.0
1401.wav	10.0
1402.wav	10.0
1403.wav	10.0
1405.wav	10.0
1408.wav	10.0
1409.wav	10.0
141.wav	10.0
1410.wav	10.0
1412.wav	10.0
1416.wav	10.0
1419.wav	10.0
142.wav	10.0
1420.wav	10.0
1421.wav	10.0
1422.wav	10.0
1424.wav	10.0
1426.wav	10.0
1427.wav	10.0
1430.wav	10.0
1431.wav	10.0
1432.wav	10.0
1433.wav	10.0
1434.wav	10.0
1435.wav	10.0
1437.wav	10.0
1438.wav	10.0
144.wav	10.0
1441.wav	10.0
1442.wav	10.0
1444.wav	10.0
1445.wav	10.0
1446.wav	10.0
1447.wav	10.0
1448.wav	10.0
1449.wav	10.0
1450.wav	10.0
1451.wav	10.0
1453.wav	10.0
1454.wav	10.0
1455.wav	10.0
1457.wav	10.0
1458.wav	10.0
1459.wav	10.0
1460.wav	10.0
1461.wav	10.0
1466.wav	10.0
1469.wav	10.0
147.wav	10.0
1470.wav	10.0
1471.wav	10.0
1473.wav	10.0
1474.wav	10.0
1475.wav	10.0
1477.wav	10.0
1479.wav	10.0
1480.wav	10.0
1482.wav	10.0
1485.wav	10.0
1487.wav	10.0
149.wav	10.0
1493.wav	10.0
1495.wav	10.0
1496.wav	10.0
1497.wav	10.0
15.wav	10.0
150.wav	10.0
1500.wav	10.0
1501.wav	10.0
1502.wav	10.0
1503.wav	10.0
1504.wav	10.0
1506.wav	10.0
1507.wav	10.0
1508.wav	10.0
1509.wav	10.0
151.wav	10.0
1510.wav	10.0
1511.wav	10.0
1512.wav	10.0
1515.wav	10.0
1516.wav	10.0
1518.wav	10.0
1519.wav	10.0
152.wav	10.0
1520.wav	10.0
1521.wav	10.0
1523.wav	10.0
1524.wav	10.0
1525.wav	10.0
1527.wav	10.0
1528.wav	10.0
153.wav	10.0
1531.wav	10.0
1535.wav	10.0
1536.wav	10.0
1538.wav	10.0
1539.wav	10.0
154.wav	10.0
1541.wav	10.0
1542.wav	10.0
1545.wav	10.0
1548.wav	10.0
1549.wav	10.0
1551.wav	10.0
1552.wav	10.0
1553.wav	10.0
1557.wav	10.0
1558.wav	10.0
1559.wav	10.0
156.wav	10.0
1561.wav	10.0
1562.wav	10.0
1563.wav	10.0
1564.wav	10.0
1565.wav	10.0
1566.wav	10.0
1567.wav	10.0
1568.wav	10.0
1569.wav	10.0
157.wav	10.0
1573.wav	10.0
1576.wav	10.0
1577.wav	10.0
1578.wav	10.0
1581.wav	10.0
1583.wav	10.0
1584.wav	10.0
1586.wav	10.0
1587.wav	10.0
1588.wav	10.0
1589.wav	10.0
1591.wav	10.0
1592.wav	10.0
1593.wav	10.0
1594.wav	10.0
1595.wav	10.0
1596.wav	10.0
1597.wav	10.0
160.wav	10.0
1600.wav	10.0
1603.wav	10.0
1606.wav	10.0
1607.wav	10.0
1608.wav	10.0
1609.wav	10.0
161.wav	10.0
1610.wav	10.0
1611.wav	10.0
1612.wav	10.0
1613.wav	10.0
1614.wav	10.0
1615.wav	10.0
1616.wav	10.0
1618.wav	10.0
1619.wav	10.0
162.wav	10.0
1620.wav	10.0
1621.wav	10.0
1624.wav	10.0
1626.wav	10.0
163.wav	10.0
1631.wav	10.0
1632.wav	10.0
1635.wav	10.0
164.wav	10.0
1640.wav	10.0
1646.wav	10.0
1648.wav	10.0
165.wav	10.0
1651.wav	10.0
1652.wav	10.0
1653.wav	10.0
1654.wav	10.0
1656.wav	10.0
166.wav	10.0
1663.wav	10.0
1666.wav	10.0
1667.wav	10.0
167.wav	10.0
1672.wav	10.0
1679.wav	10.0
1680.wav	10.0
1681.wav	10.0
1684.wav	10.0
1685.wav	10.0
1686.wav	10.0
1687.wav	10.0
1694.wav	10.0
1695.wav	10.0
1698.wav	10.0
170.wav	10.0
1700.wav	10.0
1701.wav	10.0
1702.wav	10.0
1703.wav	10.0
1704.wav	10.0
1706.wav	10.0
1709.wav	10.0
171.wav	10.0
1710.wav	10.0
1714.wav	10.0
1717.wav	10.0
172.wav	10.0
1722.wav	10.0
1724.wav	10.0
1726.wav	10.0
1727.wav	10.0
1728.wav	10.0
1729.wav	10.0
173.wav	10.0
1730.wav	10.0
1731.wav	10.0
1733.wav	10.0
1736.wav	10.0
1737.wav	10.0
1739.wav	10.0
1741.wav	10.0
1745.wav	10.0
175.wav	10.0
1750.wav	10.0
1751.wav	10.0
1752.wav	10.0
1753.wav	10.0
1755.wav	10.0
1757.wav	10.0
1758.wav	10.0
1759.wav	10.0
1760.wav	10.0
1767.wav	10.0
1768.wav	10.0
177.wav	10.0
1770.wav	10.0
1771.wav	10.0
1774.wav	10.0
1775.wav	10.0
1776.wav	10.0
1777.wav	10.0
178.wav	10.0
1780.wav	10.0
1782.wav	10.0
1783.wav	10.0
1786.wav	10.0
1787.wav	10.0
1788.wav	10.0
179.wav	10.0
1790.wav	10.0
1791.wav	10.0
1794.wav	10.0
1798.wav	10.0
18.wav	10.0
180.wav	10.0
1804.wav	10.0
1806.wav	10.0
1807.wav	10.0
1808.wav	10.0
1809.wav	10.0
1812.wav	10.0
1813.wav	10.0
1815.wav	10.0
1818.wav	10.0
1819.wav	10.0
182.wav	10.0
1820.wav	10.0
1823.wav	10.0
1824.wav	10.0
1826.wav	10.0
1827.wav	10.0
1829.wav	10.0
1833.wav	10.0
1834.wav	10.0
1838.wav	10.0
1839.wav	10.0
184.wav	10.0
1840.wav	10.0
1841.wav	10.0
1842.wav	10.0
1844.wav	10.0
1847.wav	10.0
1849.wav	10.0
185.wav	10.0
1850.wav	10.0
1851.wav	10.0
1855.wav	10.0
1856.wav	10.0
1857.wav	10.0
1858.wav	10.0
1859.wav	10.0
186.wav	10.0
1860.wav	10.0
1861.wav	10.0
1862.wav	10.0
1863.wav	10.0
1864.wav	10.0
1865.wav	10.0
1866.wav	10.0
1867.wav	10.0
187.wav	10.0
1875.wav	10.0
1876.wav	10.0
1877.wav	10.0
1878.wav	10.0
1882.wav	10.0
1883.wav	10.0
1884.wav	10.0
1888.wav	10.0
189.wav	10.0
1890.wav	10.0
1891.wav	10.0
1893.wav	10.0
1895.wav	10.0
1896.wav	10.0
1899.wav	10.0
1901.wav	10.0
1902.wav	10.0
1906.wav	10.0
1908.wav	10.0
191.wav	10.0
1910.wav	10.0
1911.wav	10.0
1918.wav	10.0
192.wav	10.0
1923.wav	10.0
1924.wav	10.0
193.wav	10.0
1930.wav	10.0
1931.wav	10.0
1932.wav	10.0
1937.wav	10.0
1938.wav	10.0
1943.wav	10.0
1945.wav	10.0
1950.wav	10.0
1952.wav	10.0
1953.wav	10.0
1954.wav	10.0
1958.wav	10.0
1961.wav	10.0
1962.wav	10.0
1963.wav	10.0
1964.wav	10.0
1967.wav	10.0
1971.wav	10.0
1974.wav	10.0
1976.wav	10.0
1977.wav	10.0
1979.wav	10.0
198.wav	10.0
1980.wav	10.0
1981.wav	10.0
1984.wav	10.0
1985.wav	10.0
1986.wav	10.0
1987.wav	10.0
199.wav	10.0
1991.wav	10.0
1995.wav	10.0
1996.wav	10.0
1997.wav	10.0
1998.wav	10.0
1999.wav	10.0
20.wav	10.0
200.wav	10.0
2000.wav	10.0
2001.wav	10.0
2003.wav	10.0
2004.wav	10.0
2005.wav	10.0
2006.wav	10.0
2007.wav	10.0
2008.wav	10.0
2010.wav	10.0
2011.wav	10.0
2012.wav	10.0
2013.wav	10.0
2014.wav	10.0
2015.wav	10.0
2016.wav	10.0
2017.wav	10.0
2018.wav	10.0
2019.wav	10.0
202.wav	10.0
2020.wav	10.0
2021.wav	10.0
2022.wav	10.0
2025.wav	10.0
2027.wav	10.0
2028.wav	10.0
2029.wav	10.0
203.wav	10.0
2030.wav	10.0
2031.wav	10.0
2033.wav	10.0
2034.wav	10.0
2035.wav	10.0
2036.wav	10.0
2037.wav	10.0
2038.wav	10.0
2039.wav	10.0
2040.wav	10.0
2041.wav	10.0
2042.wav	10.0
2043.wav	10.0
2045.wav	10.0
2046.wav	10.0
2047.wav	10.0
2048.wav	10.0
2049.wav	10.0
205.wav	10.0
2052.wav	10.0
2053.wav	10.0
2054.wav	10.0
2055.wav	10.0
2056.wav	10.0
2057.wav	10.0
2059.wav	10.0
206.wav	10.0
2060.wav	10.0
2066.wav	10.0
2067.wav	10.0
2071.wav	10.0
2073.wav	10.0
2076.wav	10.0
2077.wav	10.0
2078.wav	10.0
2079.wav	10.0
2081.wav	10.0
2082.wav	10.0
2083.wav	10.0
2087.wav	10.0
2088.wav	10.0
209.wav	10.0
2091.wav	10.0
2092.wav	10.0
2094.wav	10.0
2095.wav	10.0
2096.wav	10.0
2097.wav	10.0
2098.wav	10.0
2099.wav	10.0
2101.wav	10.0
2105.wav	10.0
2106.wav	10.0
2108.wav	10.0
2115.wav	10.0
2117.wav	10.0
2118.wav	10.0
2119.wav	10.0
212.wav	10.0
2120.wav	10.0
2122.wav	10.0
2123.wav	10.0
2128.wav	10.0
213.wav	10.0
2130.wav	10.0
2131.wav	10.0
2132.wav	10.0
2135.wav	10.0
2137.wav	10.0
2138.wav	10.0
2139.wav	10.0
214.wav	10.0
2142.wav	10.0
2143.wav	10.0
2145.wav	10.0
2151.wav	10.0
2153.wav	10.0
2157.wav	10.0
2158.wav	10.0
2159.wav	10.0
216.wav	10.0
2160.wav	10.0
2161.wav	10.0
2162.wav	10.0
2164.wav	10.0
2166.wav	10.0
2167.wav	10.0
2173.wav	10.0
2178.wav	10.0
2179.wav	10.0
218.wav	10.0
2181.wav	10.0
2184.wav	10.0
2185.wav	10.0
2187.wav	10.0
2189.wav	10.0
2191.wav	10.0
2193.wav	10.0
2194.wav	10.0
2198.wav	10.0
2199.wav	10.0
220.wav	10.0
2200.wav	10.0
2201.wav	10.0
2204.wav	10.0
2205.wav	10.0
2206.wav	10.0
2207.wav	10.0
2208.wav	10.0
221.wav	10.0
2211.wav	10.0
2212.wav	10.0
2214.wav	10.0
2217.wav	10.0
2219.wav	10.0
222.wav	10.0
2221.wav	10.0
2222.wav	10.0
2223.wav	10.0
2227.wav	10.0
2228.wav	10.0
2229.wav	10.0
2231.wav	10.0
2232.wav	10.0
2233.wav	10.0
2234.wav	10.0
2235.wav	10.0
2236.wav	10.0
2237.wav	10.0
2239.wav	10.0
224.wav	10.0
2243.wav	10.0
2245.wav	10.0
2246.wav	10.0
225.wav	10.0
2254.wav	10.0
2258.wav	10.0
2260.wav	10.0
2262.wav	10.0
2263.wav	10.0
2268.wav	10.0
2274.wav	10.0
2279.wav	10.0
228.wav	10.0
2280.wav	10.0
2282.wav	10.0
2283.wav	10.0
2288.wav	10.0
2289.wav	10.0
2295.wav	10.0
2299.wav	10.0
23.wav	10.0
230.wav	10.0
2301.wav	10.0
2302.wav	10.0
2306.wav	10.0
2316.wav	10.0
2318.wav	10.0
2320.wav	10.0
2321.wav	10.0
2323.wav	10.0
2324.wav	10.0
2327.wav	10.0
2330.wav	10.0
2332.wav	10.0
2336.wav	10.0
2340.wav	10.0
2342.wav	10.0
2343.wav	10.0
2344.wav	10.0
2345.wav	10.0
2346.wav	10.0
235.wav	10.0
2352.wav	10.0
2354.wav	10.0
2357.wav	10.0
2359.wav	10.0
2369.wav	10.0
2373.wav	10.0
2374.wav	10.0
2375.wav	10.0
2376.wav	10.0
238.wav	10.0
2380.wav	10.0
2384.wav	10.0
2386.wav	10.0
239.wav	10.0
2392.wav	10.0
2393.wav	10.0
2395.wav	10.0
2399.wav	10.0
24.wav	10.0
240.wav	10.0
2402.wav	10.0
2403.wav	10.0
2405.wav	10.0
2409.wav	10.0
241.wav	10.0
2411.wav	10.0
2414.wav	10.0
2415.wav	10.0
2417.wav	10.0
2421.wav	10.0
2422.wav	10.0
2427.wav	10.0
243.wav	10.0
2432.wav	10.0
2433.wav	10.0
2435.wav	10.0
2437.wav	10.0
2438.wav	10.0
2439.wav	10.0
2440.wav	10.0
2441.wav	10.0
2442.wav	10.0
2444.wav	10.0
2445.wav	10.0
2446.wav	10.0
2447.wav	10.0
2448.wav	10.0
245.wav	10.0
2451.wav	10.0
2452.wav	10.0
2453.wav	10.0
2454.wav	10.0
2455.wav	10.0
2456.wav	10.0
2458.wav	10.0
2459.wav	10.0
246.wav	10.0
2460.wav	10.0
2461.wav	10.0
2463.wav	10.0
2466.wav	10.0
247.wav	10.0
2471.wav	10.0
2473.wav	10.0
2475.wav	10.0
2477.wav	10.0
2478.wav	10.0
2479.wav	10.0
2480.wav	10.0
2483.wav	10.0
2484.wav	10.0
2485.wav	10.0
2486.wav	10.0
2487.wav	10.0
249.wav	10.0
2491.wav	10.0
25.wav	10.0
2501.wav	10.0
2502.wav	10.0
2503.wav	10.0
2504.wav	10.0
2505.wav	10.0
2510.wav	10.0
2511.wav	10.0
2514.wav	10.0
2517.wav	10.0
2519.wav	10.0
252.wav	10.0
2520.wav	10.0
2521.wav	10.0
2523.wav	10.0
2524.wav	10.0
2525.wav	10.0
2526.wav	10.0
2529.wav	10.0
253.wav	10.0
2530.wav	10.0
2531.wav	10.0
2532.wav	10.0
2537.wav	10.0
2538.wav	10.0
2540.wav	10.0
2541.wav	10.0
2542.wav	10.0
2544.wav	10.0
2547.wav	10.0
2548.wav	10.0
255.wav	10.0
2550.wav	10.0
2553.wav	10.0
2555.wav	10.0
2556.wav	10.0
2559.wav	10.0
256.wav	10.0
2560.wav	10.0
2561.wav	10.0
2562.wav	10.0
2563.wav	10.0
2564.wav	10.0
2565.wav	10.0
2566.wav	10.0
2567.wav	10.0
2568.wav	10.0
2569.wav	10.0
2571.wav	10.0
2572.wav	10.0
2575.wav	10.0
2577.wav	10.0
258.wav	10.0
2580.wav	10.0
2581.wav	10.0
2582.wav	10.0
2583.wav	10.0
2584.wav	10.0
2585.wav	10.0
2588.wav	10.0
2589.wav	10.0
2590.wav	10.0
2592.wav	10.0
2594.wav	10.0
2595.wav	10.0
2596.wav	10.0
2597.wav	10.0
2599.wav	10.0
260.wav	10.0
2600.wav	10.0
2603.wav	10.0
2604.wav	10.0
2605.wav	10.0
2608.wav	10.0
2609.wav	10.0
2610.wav	10.0
2611.wav	10.0
2616.wav	10.0
2617.wav	10.0
2618.wav	10.0
262.wav	10.0
2620.wav	10.0
2622.wav	10.0
2623.wav	10.0
2624.wav	10.0
2626.wav	10.0
2627.wav	10.0
2628.wav	10.0
2629.wav	10.0
263.wav	10.0
2632.wav	10.0
2634.wav	10.0
2636.wav	10.0
2637.wav	10.0
2639.wav	10.0
264.wav	10.0
2643.wav	10.0
2644.wav	10.0
2645.wav	10.0
2646.wav	10.0
2647.wav	10.0
2648.wav	10.0
2649.wav	10.0
2650.wav	10.0
2651.wav	10.0
2652.wav	10.0
2653.wav	10.0
2655.wav	10.0
2657.wav	10.0
2659.wav	10.0
266.wav	10.0
2660.wav	10.0
2661.wav	10.0
2662.wav	10.0
2665.wav	10.0
2666.wav	10.0
2669.wav	10.0
2670.wav	10.0
2672.wav	10.0
2673.wav	10.0
2674.wav	10.0
2676.wav	10.0
2679.wav	10.0
268.wav	10.0
2681.wav	10.0
2682.wav	10.0
2684.wav	10.0
2691.wav	10.0
2692.wav	10.0
2694.wav	10.0
2695.wav	10.0
2697.wav	10.0
2699.wav	10.0
27.wav	10.0
2702.wav	10.0
2706.wav	10.0
271.wav	10.0
2711.wav	10.0
2712.wav	10.0
2713.wav	10.0
2714.wav	10.0
2715.wav	10.0
2717.wav	10.0
2718.wav	10.0
2719.wav	10.0
272.wav	10.0
2720.wav	10.0
2721.wav	10.0
2725.wav	10.0
2726.wav	10.0
2727.wav	10.0
2728.wav	10.0
2729.wav	10.0
2732.wav	10.0
2734.wav	10.0
2738.wav	10.0
274.wav	10.0
2740.wav	10.0
2741.wav	10.0
2742.wav	10.0
2743.wav	10.0
2747.wav	10.0
2749.wav	10.0
2751.wav	10.0
2753.wav	10.0
2754.wav	10.0
2756.wav	10.0
276.wav	10.0
2762.wav	10.0
2763.wav	10.0
2764.wav	10.0
2766.wav	10.0
2767.wav	10.0
2769.wav	10.0
277.wav	10.0
2770.wav	10.0
2771.wav	10.0
2778.wav	10.0
2779.wav	10.0
2780.wav	10.0
2781.wav	10.0
2782.wav	10.0
2783.wav	10.0
2785.wav	10.0
2788.wav	10.0
279.wav	10.0
2792.wav	10.0
2795.wav	10.0
2796.wav	10.0
2798.wav	10.0
280.wav	10.0
2800.wav	10.0
2801.wav	10.0
2805.wav	10.0
2806.wav	10.0
2808.wav	10.0
2810.wav	10.0
2812.wav	10.0
2813.wav	10.0
2815.wav	10.0
2816.wav	10.0
2817.wav	10.0
2818.wav	10.0
282.wav	10.0
2820.wav	10.0
2821.wav	10.0
2822.wav	10.0
2823.wav	10.0
2825.wav	10.0
2826.wav	10.0
2828.wav	10.0
2829.wav	10.0
2831.wav	10.0
2832.wav	10.0
2835.wav	10.0
2836.wav	10.0
2837.wav	10.0
2838.wav	10.0
2839.wav	10.0
284.wav	10.0
2840.wav	10.0
2842.wav	10.0
2845.wav	10.0
2847.wav	10.0
2848.wav	10.0
2849.wav	10.0
285.wav	10.0
2851.wav	10.0
2853.wav	10.0
2854.wav	10.0
2855.wav	10.0
2856.wav	10.0
286.wav	10.0
2860.wav	10.0
2861.wav	10.0
2862.wav	10.0
2864.wav	10.0
2865.wav	10.0
2867.wav	10.0
2868.wav	10.0
2869.wav	10.0
2871.wav	10.0
2874.wav	10.0
2875.wav	10.0
288.wav	10.0
2881.wav	10.0
289.wav	10.0
2890.wav	10.0
2892.wav	10.0
2894.wav	10.0
2897.wav	10.0
2899.wav	10.0
29.wav	10.0
2904.wav	10.0
2905.wav	10.0
2908.wav	10.0
2914.wav	10.0
2918.wav	10.0
2919.wav	10.0
2920.wav	10.0
2921.wav	10.0
2922.wav	10.0
2923.wav	10.0
2927.wav	10.0
2931.wav	10.0
2933.wav	10.0
2934.wav	10.0
2935.wav	10.0
2936.wav	10.0
2938.wav	10.0
294.wav	10.0
2941.wav	10.0
2942.wav	10.0
2943.wav	10.0
2945.wav	10.0
2948.wav	10.0
2949.wav	10.0
2952.wav	10.0
2954.wav	10.0
2958.wav	10.0
2959.wav	10.0
296.wav	10.0
2966.wav	10.0
2969.wav	10.0
297.wav	10.0
2970.wav	10.0
2974.wav	10.0
298.wav	10.0
2980.wav	10.0
2981.wav	10.0
2982.wav	10.0
2990.wav	10.0
2994.wav	10.0
2995.wav	10.0
2996.wav	10.0
2997.wav	10.0
30.wav	10.0
3004.wav	10.0
3005.wav	10.0
3006.wav	10.0
3009.wav	10.0
3011.wav	10.0
3014.wav	10.0
3015.wav	10.0
3019.wav	10.0
3021.wav	10.0
3023.wav	10.0
3025.wav	10.0
3027.wav	10.0
303.wav	10.0
3030.wav	10.0
3032.wav	10.0
3033.wav	10.0
3037.wav	10.0
3043.wav	10.0
3046.wav	10.0
3049.wav	10.0
305.wav	10.0
3057.wav	10.0
3059.wav	10.0
3060.wav	10.0
3061.wav	10.0
3062.wav	10.0
3063.wav	10.0
3066.wav	10.0
3068.wav	10.0
3069.wav	10.0
3071.wav	10.0
3073.wav	10.0
3075.wav	10.0
3076.wav	10.0
3077.wav	10.0
3078.wav	10.0
3079.wav	10.0
3080.wav	10.0
3081.wav	10.0
3082.wav	10.0
3083.wav	10.0
3086.wav	10.0
3087.wav	10.0
309.wav	10.0
3090.wav	10.0
3091.wav	10.0
3093.wav	10.0
3098.wav	10.0
310.wav	10.0
3100.wav	10.0
3101.wav	10.0
3102.wav	10.0
3103.wav	10.0
3104.wav	10.0
3105.wav	10.0
3107.wav	10.0
3108.wav	10.0
3109.wav	10.0
311.wav	10.0
3110.wav	10.0
3111.wav	10.0
3113.wav	10.0
3115.wav	10.0
3116.wav	10.0
3117.wav	10.0
312.wav	10.0
3126.wav	10.0
3127.wav	10.0
3128.wav	10.0
3131.wav	10.0
3138.wav	10.0
3139.wav	10.0
314.wav	10.0
3141.wav	10.0
3142.wav	10.0
3144.wav	10.0
3146.wav	10.0
3147.wav	10.0
3149.wav	10.0
3150.wav	10.0
3151.wav	10.0
3153.wav	10.0
3154.wav	10.0
3155.wav	10.0
3156.wav	10.0
3157.wav	10.0
3160.wav	10.0
3163.wav	10.0
3164.wav	10.0
3166.wav	10.0
3167.wav	10.0
3168.wav	10.0
3169.wav	10.0
317.wav	10.0
3171.wav	10.0
3172.wav	10.0
3173.wav	10.0
3179.wav	10.0
318.wav	10.0
3180.wav	10.0
3181.wav	10.0
3182.wav	10.0
3187.wav	10.0
3191.wav	10.0
3192.wav	10.0
3193.wav	10.0
3194.wav	10.0
3195.wav	10.0
320.wav	10.0
3201.wav	10.0
3204.wav	10.0
3205.wav	10.0
3207.wav	10.0
3208.wav	10.0
321.wav	10.0
3211.wav	10.0
3213.wav	10.0
3215.wav	10.0
3217.wav	10.0
3218.wav	10.0
3219.wav	10.0
3222.wav	10.0
3223.wav	10.0
3224.wav	10.0
3226.wav	10.0
3227.wav	10.0
3229.wav	10.0
323.wav	10.0
3230.wav	10.0
3231.wav	10.0
3234.wav	10.0
3235.wav	10.0
3236.wav	10.0
3237.wav	10.0
3241.wav	10.0
3242.wav	10.0
3243.wav	10.0
3246.wav	10.0
3247.wav	10.0
3248.wav	10.0
3250.wav	10.0
3251.wav	10.0
3252.wav	10.0
3253.wav	10.0
3254.wav	10.0
3255.wav	10.0
3257.wav	10.0
3258.wav	10.0
3259.wav	10.0
326.wav	10.0
3260.wav	10.0
3261.wav	10.0
3262.wav	10.0
3264.wav	10.0
3267.wav	10.0
3268.wav	10.0
3269.wav	10.0
327.wav	10.0
3270.wav	10.0
3272.wav	10.0
3273.wav	10.0
3274.wav	10.0
3275.wav	10.0
3276.wav	10.0
328.wav	10.0
3280.wav	10.0
3281.wav	10.0
3283.wav	10.0
3284.wav	10.0
3285.wav	10.0
3287.wav	10.0
3288.wav	10.0
3289.wav	10.0
329.wav	10.0
3291.wav	10.0
3292.wav	10.0
3293.wav	10.0
3295.wav	10.0
3299.wav	10.0
3300.wav	10.0
3301.wav	10.0
3304.wav	10.0
3305.wav	10.0
3306.wav	10.0
3307.wav	10.0
3308.wav	10.0
331.wav	10.0
3311.wav	10.0
3312.wav	10.0
3313.wav	10.0
3314.wav	10.0
3317.wav	10.0
3322.wav	10.0
3323.wav	10.0
3324.wav	10.0
3326.wav	10.0
3328.wav	10.0
3329.wav	10.0
3332.wav	10.0
3335.wav	10.0
3336.wav	10.0
3337.wav	10.0
334.wav	10.0
3343.wav	10.0
3345.wav	10.0
3346.wav	10.0
3348.wav	10.0
335.wav	10.0
3351.wav	10.0
3352.wav	10.0
3353.wav	10.0
3354.wav	10.0
3359.wav	10.0
336.wav	10.0
3360.wav	10.0
3361.wav	10.0
3363.wav	10.0
3366.wav	10.0
3367.wav	10.0
3368.wav	10.0
3369.wav	10.0
337.wav	10.0
3370.wav	10.0
3372.wav	10.0
3375.wav	10.0
3378.wav	10.0
3380.wav	10.0
3384.wav	10.0
3386.wav	10.0
3389.wav	10.0
339.wav	10.0
3390.wav	10.0
3391.wav	10.0
3393.wav	10.0
3394.wav	10.0
3396.wav	10.0
3398.wav	10.0
340.wav	10.0
3400.wav	10.0
3401.wav	10.0
3406.wav	10.0
3409.wav	10.0
3410.wav	10.0
3412.wav	10.0
3413.wav	10.0
3414.wav	10.0
3415.wav	10.0
3416.wav	10.0
3417.wav	10.0
3418.wav	10.0
3420.wav	10.0
3421.wav	10.0
3422.wav	10.0
3423.wav	10.0
